"Time (CET/CEST),""BZN|PL > BZN|DE-AT-LU Day Ahead [MW]"",""BZN|PL > BZN|DE-AT-LU Total [MW]"",""BZN|DE-AT-LU > BZN|PL Day Ahead [MW]"",""BZN|DE-AT-LU > BZN|PL Total [MW]"""
"10.10.2018 06:00 - 10.10.2018 07:00,""35"",""235"",""0"",""0"""
"10.10.2018 07:00 - 10.10.2018 08:00,""0"",""0"",""0"",""0"""
"10.10.2018 08:00 - 10.10.2018 09:00,""0"",""0"",""0"",""0"""
"10.10.2018 09:00 - 10.10.2018 10:00,""0"",""0"",""232"",""232"""
"10.10.2018 10:00 - 10.10.2018 11:00,""0"",""0"",""500"",""500"""
"10.10.2018 11:00 - 10.10.2018 12:00,""0"",""0"",""500"",""500"""
"10.10.2018 12:00 - 10.10.2018 13:00,""0"",""0"",""450"",""450"""
"10.10.2018 13:00 - 10.10.2018 14:00,""0"",""0"",""390"",""390"""
"10.10.2018 14:00 - 10.10.2018 15:00,""0"",""0"",""390"",""390"""
"10.10.2018 15:00 - 10.10.2018 16:00,""0"",""0"",""370"",""370"""
"10.10.2018 16:00 - 10.10.2018 17:00,""0"",""0"",""410"",""410"""
"10.10.2018 17:00 - 10.10.2018 18:00,""0"",""0"",""435"",""435"""
"10.10.2018 18:00 - 10.10.2018 19:00,""0"",""0"",""450"",""450"""
"10.10.2018 19:00 - 10.10.2018 20:00,""0"",""54"",""370"",""370"""
"10.10.2018 20:00 - 10.10.2018 21:00,""0"",""0"",""430"",""430"""
"10.10.2018 21:00 - 10.10.2018 22:00,""0"",""0"",""390"",""390"""
"10.10.2018 22:00 - 10.10.2018 23:00,""0"",""0"",""417"",""417"""
"10.10.2018 23:00 - 11.10.2018 00:00,""0"",""0"",""361"",""361"""
"11.10.2018 00:00 - 11.10.2018 01:00,""0"",""0"",""204"",""204"""
"11.10.2018 01:00 - 11.10.2018 02:00,""0"",""0"",""75"",""75"""
"11.10.2018 02:00 - 11.10.2018 03:00,""0"",""0"",""0"",""0"""
"11.10.2018 03:00 - 11.10.2018 04:00,""0"",""0"",""42"",""42"""
"11.10.2018 04:00 - 11.10.2018 05:00,""0"",""0"",""110"",""110"""
"11.10.2018 05:00 - 11.10.2018 06:00,""0"",""50"",""375"",""375"""
"11.10.2018 06:00 - 11.10.2018 07:00,""0"",""200"",""310"",""310"""
"11.10.2018 07:00 - 11.10.2018 08:00,""0"",""50"",""175"",""175"""
"11.10.2018 08:00 - 11.10.2018 09:00,""0"",""0"",""305"",""305"""
"11.10.2018 09:00 - 11.10.2018 10:00,""0"",""0"",""397"",""397"""
"11.10.2018 10:00 - 11.10.2018 11:00,""0"",""0"",""407"",""407"""
"11.10.2018 11:00 - 11.10.2018 12:00,""0"",""0"",""440"",""440"""
"11.10.2018 12:00 - 11.10.2018 13:00,""0"",""0"",""425"",""425"""
"11.10.2018 13:00 - 11.10.2018 14:00,""0"",""0"",""435"",""435"""
"11.10.2018 14:00 - 11.10.2018 15:00,""0"",""0"",""415"",""415"""
"11.10.2018 15:00 - 11.10.2018 16:00,""0"",""0"",""425"",""425"""
"11.10.2018 16:00 - 11.10.2018 17:00,""0"",""0"",""247"",""247"""
"11.10.2018 17:00 - 11.10.2018 18:00,""0"",""300"",""0"",""0"""
"11.10.2018 18:00 - 11.10.2018 19:00,""0"",""0"",""100"",""100"""
"11.10.2018 19:00 - 11.10.2018 20:00,""0"",""0"",""0"",""0"""
"11.10.2018 20:00 - 11.10.2018 21:00,""0"",""0"",""41"",""141"""
"11.10.2018 21:00 - 11.10.2018 22:00,""220"",""220"",""145"",""245"""
"11.10.2018 22:00 - 11.10.2018 23:00,""105"",""105"",""145"",""345"""
"11.10.2018 23:00 - 12.10.2018 00:00,""193"",""193"",""77"",""277"""
"12.10.2018 00:00 - 12.10.2018 01:00,""454"",""454"",""9"",""109"""
"12.10.2018 01:00 - 12.10.2018 02:00,""457"",""457"",""0"",""50"""
"12.10.2018 02:00 - 12.10.2018 03:00,""455"",""455"",""0"",""20"""
"12.10.2018 03:00 - 12.10.2018 04:00,""455"",""455"",""0"",""0"""
"12.10.2018 04:00 - 12.10.2018 05:00,""302"",""302"",""16"",""116"""
"12.10.2018 05:00 - 12.10.2018 06:00,""405"",""405"",""0"",""100"""
"12.10.2018 06:00 - 12.10.2018 07:00,""147"",""147"",""20"",""20"""
"12.10.2018 07:00 - 12.10.2018 08:00,""0"",""0"",""0"",""0"""
"12.10.2018 08:00 - 12.10.2018 09:00,""0"",""0"",""215"",""215"""
"12.10.2018 09:00 - 12.10.2018 10:00,""0"",""0"",""475"",""475"""
"12.10.2018 10:00 - 12.10.2018 11:00,""0"",""0"",""475"",""475"""
"12.10.2018 11:00 - 12.10.2018 12:00,""0"",""0"",""475"",""475"""
"12.10.2018 12:00 - 12.10.2018 13:00,""0"",""0"",""475"",""475"""
"12.10.2018 13:00 - 12.10.2018 14:00,""0"",""0"",""475"",""475"""
"12.10.2018 14:00 - 12.10.2018 15:00,""0"",""0"",""475"",""475"""
"12.10.2018 15:00 - 12.10.2018 16:00,""0"",""0"",""475"",""475"""
"12.10.2018 16:00 - 12.10.2018 17:00,""0"",""0"",""475"",""475"""
"12.10.2018 17:00 - 12.10.2018 18:00,""0"",""0"",""405"",""405"""
"12.10.2018 18:00 - 12.10.2018 19:00,""0"",""0"",""300"",""300"""
"12.10.2018 19:00 - 12.10.2018 20:00,""0"",""0"",""380"",""380"""
"12.10.2018 20:00 - 12.10.2018 21:00,""0"",""0"",""355"",""455"""
"12.10.2018 21:00 - 12.10.2018 22:00,""0"",""0"",""365"",""565"""
"12.10.2018 22:00 - 12.10.2018 23:00,""0"",""0"",""250"",""442"""
"12.10.2018 23:00 - 13.10.2018 00:00,""103"",""103"",""213"",""408"""
"13.10.2018 00:00 - 13.10.2018 01:00,""0"",""0"",""410"",""410"""
"13.10.2018 01:00 - 13.10.2018 02:00,""0"",""75"",""375"",""375"""
"13.10.2018 02:00 - 13.10.2018 03:00,""0"",""81"",""296"",""296"""
"13.10.2018 03:00 - 13.10.2018 04:00,""0"",""20"",""355"",""355"""
"13.10.2018 04:00 - 13.10.2018 05:00,""0"",""239"",""400"",""400"""
"13.10.2018 05:00 - 13.10.2018 06:00,""0"",""180"",""370"",""370"""
"13.10.2018 06:00 - 13.10.2018 07:00,""0"",""240"",""295"",""295"""
"13.10.2018 07:00 - 13.10.2018 08:00,""0"",""320"",""301"",""301"""
"13.10.2018 08:00 - 13.10.2018 09:00,""0"",""0"",""405"",""405"""
"13.10.2018 09:00 - 13.10.2018 10:00,""0"",""0"",""490"",""490"""
"13.10.2018 10:00 - 13.10.2018 11:00,""0"",""0"",""475"",""475"""
"13.10.2018 11:00 - 13.10.2018 12:00,""0"",""0"",""485"",""485"""
"13.10.2018 12:00 - 13.10.2018 13:00,""0"",""0"",""485"",""485"""
"13.10.2018 13:00 - 13.10.2018 14:00,""0"",""0"",""445"",""445"""
"13.10.2018 14:00 - 13.10.2018 15:00,""0"",""0"",""435"",""435"""
"13.10.2018 15:00 - 13.10.2018 16:00,""0"",""0"",""417"",""417"""
"13.10.2018 16:00 - 13.10.2018 17:00,""0"",""0"",""435"",""435"""
"13.10.2018 17:00 - 13.10.2018 18:00,""0"",""0"",""410"",""410"""
"13.10.2018 18:00 - 13.10.2018 19:00,""0"",""0"",""445"",""445"""
"13.10.2018 19:00 - 13.10.2018 20:00,""0"",""0"",""440"",""440"""
"13.10.2018 20:00 - 13.10.2018 21:00,""0"",""0"",""396"",""396"""
"13.10.2018 21:00 - 13.10.2018 22:00,""0"",""0"",""420"",""420"""
"13.10.2018 22:00 - 13.10.2018 23:00,""0"",""0"",""390"",""390"""
"13.10.2018 23:00 - 14.10.2018 00:00,""0"",""0"",""185"",""185"""
"14.10.2018 00:00 - 14.10.2018 01:00,""0"",""0"",""421"",""421"""
"14.10.2018 01:00 - 14.10.2018 02:00,""0"",""0"",""264"",""264"""
"14.10.2018 02:00 - 14.10.2018 03:00,""0"",""0"",""117"",""117"""
"14.10.2018 03:00 - 14.10.2018 04:00,""0"",""0"",""70"",""70"""
"14.10.2018 04:00 - 14.10.2018 05:00,""0"",""0"",""74"",""74"""
"14.10.2018 05:00 - 14.10.2018 06:00,""0"",""0"",""97"",""97"""
"14.10.2018 06:00 - 14.10.2018 07:00,""0"",""0"",""118"",""118"""
"14.10.2018 07:00 - 14.10.2018 08:00,""0"",""0"",""285"",""285"""
"14.10.2018 08:00 - 14.10.2018 09:00,""0"",""0"",""454"",""454"""
"14.10.2018 09:00 - 14.10.2018 10:00,""0"",""0"",""485"",""485"""
"14.10.2018 10:00 - 14.10.2018 11:00,""0"",""0"",""485"",""485"""
"14.10.2018 11:00 - 14.10.2018 12:00,""0"",""0"",""485"",""485"""
"14.10.2018 12:00 - 14.10.2018 13:00,""0"",""0"",""485"",""485"""
"14.10.2018 13:00 - 14.10.2018 14:00,""0"",""0"",""485"",""485"""
"14.10.2018 14:00 - 14.10.2018 15:00,""0"",""0"",""485"",""485"""
"14.10.2018 15:00 - 14.10.2018 16:00,""0"",""0"",""500"",""500"""
"14.10.2018 16:00 - 14.10.2018 17:00,""0"",""0"",""485"",""585"""
"14.10.2018 17:00 - 14.10.2018 18:00,""0"",""313"",""420"",""520"""
"14.10.2018 18:00 - 14.10.2018 19:00,""3"",""3"",""50"",""50"""
"14.10.2018 19:00 - 14.10.2018 20:00,""120"",""120"",""0"",""0"""
"14.10.2018 20:00 - 14.10.2018 21:00,""72"",""272"",""275"",""475"""
"14.10.2018 21:00 - 14.10.2018 22:00,""100"",""300"",""255"",""355"""
"14.10.2018 22:00 - 14.10.2018 23:00,""100"",""100"",""240"",""240"""
"14.10.2018 23:00 - 15.10.2018 00:00,""0"",""0"",""161"",""161"""
"15.10.2018 00:00 - 15.10.2018 01:00,""0"",""0"",""0"",""0"""
"15.10.2018 01:00 - 15.10.2018 02:00,""0"",""0"",""0"",""0"""
"15.10.2018 02:00 - 15.10.2018 03:00,""0"",""0"",""0"",""0"""
"15.10.2018 03:00 - 15.10.2018 04:00,""0"",""0"",""0"",""0"""
"15.10.2018 04:00 - 15.10.2018 05:00,""0"",""0"",""0"",""0"""
"15.10.2018 05:00 - 15.10.2018 06:00,""0"",""0"",""0"",""0"""
"15.10.2018 06:00 - 15.10.2018 07:00,""0"",""302"",""0"",""0"""
"15.10.2018 07:00 - 15.10.2018 08:00,""0"",""0"",""0"",""0"""
"15.10.2018 08:00 - 15.10.2018 09:00,""0"",""0"",""0"",""0"""
"15.10.2018 09:00 - 15.10.2018 10:00,""0"",""0"",""0"",""0"""
"15.10.2018 10:00 - 15.10.2018 11:00,""0"",""0"",""0"",""0"""
"15.10.2018 11:00 - 15.10.2018 12:00,""0"",""0"",""0"",""0"""
"15.10.2018 12:00 - 15.10.2018 13:00,""0"",""0"",""0"",""0"""
"15.10.2018 13:00 - 15.10.2018 14:00,""0"",""0"",""0"",""0"""
"15.10.2018 14:00 - 15.10.2018 15:00,""0"",""0"",""0"",""0"""
"15.10.2018 15:00 - 15.10.2018 16:00,""0"",""0"",""0"",""0"""
"15.10.2018 16:00 - 15.10.2018 17:00,""0"",""0"",""0"",""0"""
"15.10.2018 17:00 - 15.10.2018 18:00,""0"",""0"",""0"",""0"""
"15.10.2018 18:00 - 15.10.2018 19:00,""0"",""0"",""0"",""0"""
"15.10.2018 19:00 - 15.10.2018 20:00,""0"",""0"",""0"",""0"""
"15.10.2018 20:00 - 15.10.2018 21:00,""0"",""200"",""0"",""0"""
"15.10.2018 21:00 - 15.10.2018 22:00,""0"",""185"",""0"",""0"""
"15.10.2018 22:00 - 15.10.2018 23:00,""0"",""700"",""0"",""0"""
"15.10.2018 23:00 - 16.10.2018 00:00,""0"",""700"",""0"",""0"""
"16.10.2018 00:00 - 16.10.2018 01:00,""998"",""998"",""0"",""0"""
"16.10.2018 01:00 - 16.10.2018 02:00,""935"",""935"",""0"",""0"""
"16.10.2018 02:00 - 16.10.2018 03:00,""850"",""893"",""0"",""0"""
"16.10.2018 03:00 - 16.10.2018 04:00,""782"",""829"",""0"",""0"""
"16.10.2018 04:00 - 16.10.2018 05:00,""849"",""939"",""0"",""0"""
"16.10.2018 05:00 - 16.10.2018 06:00,""815"",""864"",""0"",""0"""
"16.10.2018 06:00 - 16.10.2018 07:00,""373"",""873"",""0"",""0"""
"16.10.2018 07:00 - 16.10.2018 08:00,""147"",""147"",""0"",""0"""
"16.10.2018 08:00 - 16.10.2018 09:00,""0"",""0"",""0"",""0"""
"16.10.2018 09:00 - 16.10.2018 10:00,""0"",""0"",""0"",""0"""
"16.10.2018 10:00 - 16.10.2018 11:00,""0"",""0"",""30"",""30"""
"16.10.2018 11:00 - 16.10.2018 12:00,""0"",""0"",""473"",""473"""
"16.10.2018 12:00 - 16.10.2018 13:00,""0"",""100"",""473"",""473"""
"16.10.2018 13:00 - 16.10.2018 14:00,""0"",""70"",""473"",""473"""
"16.10.2018 14:00 - 16.10.2018 15:00,""0"",""80"",""460"",""460"""
"16.10.2018 15:00 - 16.10.2018 16:00,""0"",""253"",""435"",""435"""
"16.10.2018 16:00 - 16.10.2018 17:00,""0"",""440"",""45"",""45"""
"16.10.2018 17:00 - 16.10.2018 18:00,""0"",""190"",""50"",""50"""
"16.10.2018 18:00 - 16.10.2018 19:00,""0"",""0"",""75"",""75"""
"16.10.2018 19:00 - 16.10.2018 20:00,""0"",""0"",""255"",""255"""
"16.10.2018 20:00 - 16.10.2018 21:00,""0"",""0"",""0"",""0"""
"16.10.2018 21:00 - 16.10.2018 22:00,""340"",""540"",""0"",""100"""
"16.10.2018 22:00 - 16.10.2018 23:00,""836"",""836"",""0"",""0"""
"16.10.2018 23:00 - 17.10.2018 00:00,""930"",""930"",""0"",""0"""
"17.10.2018 00:00 - 17.10.2018 01:00,""423"",""623"",""0"",""0"""
"17.10.2018 01:00 - 17.10.2018 02:00,""381"",""391"",""0"",""0"""
"17.10.2018 02:00 - 17.10.2018 03:00,""413"",""433"",""0"",""0"""
"17.10.2018 03:00 - 17.10.2018 04:00,""403"",""503"",""0"",""0"""
"17.10.2018 04:00 - 17.10.2018 05:00,""403"",""602"",""0"",""0"""
"17.10.2018 05:00 - 17.10.2018 06:00,""246"",""394"",""100"",""100"""
"17.10.2018 06:00 - 17.10.2018 07:00,""299"",""399"",""125"",""165"""
"17.10.2018 07:00 - 17.10.2018 08:00,""0"",""0"",""0"",""0"""
"17.10.2018 08:00 - 17.10.2018 09:00,""0"",""0"",""95"",""95"""
"17.10.2018 09:00 - 17.10.2018 10:00,""0"",""0"",""325"",""325"""
"17.10.2018 10:00 - 17.10.2018 11:00,""0"",""0"",""330"",""330"""
"17.10.2018 11:00 - 17.10.2018 12:00,""0"",""0"",""410"",""410"""
"17.10.2018 12:00 - 17.10.2018 13:00,""0"",""0"",""425"",""425"""
"17.10.2018 13:00 - 17.10.2018 14:00,""0"",""0"",""455"",""455"""
"17.10.2018 14:00 - 17.10.2018 15:00,""0"",""0"",""437"",""437"""
"17.10.2018 15:00 - 17.10.2018 16:00,""0"",""0"",""440"",""440"""
"17.10.2018 16:00 - 17.10.2018 17:00,""0"",""0"",""140"",""140"""
"17.10.2018 17:00 - 17.10.2018 18:00,""0"",""0"",""0"",""0"""
"17.10.2018 18:00 - 17.10.2018 19:00,""0"",""0"",""445"",""445"""
"17.10.2018 19:00 - 17.10.2018 20:00,""0"",""0"",""470"",""470"""
"17.10.2018 20:00 - 17.10.2018 21:00,""0"",""0"",""200"",""200"""
"17.10.2018 21:00 - 17.10.2018 22:00,""88"",""88"",""0"",""0"""
"17.10.2018 22:00 - 17.10.2018 23:00,""512"",""630"",""0"",""25"""
"17.10.2018 23:00 - 18.10.2018 00:00,""451"",""501"",""0"",""0"""
"18.10.2018 00:00 - 18.10.2018 01:00,""608"",""1054"",""0"",""0"""
"18.10.2018 01:00 - 18.10.2018 02:00,""650"",""1004"",""0"",""0"""
"18.10.2018 02:00 - 18.10.2018 03:00,""563"",""765"",""0"",""0"""
"18.10.2018 03:00 - 18.10.2018 04:00,""487"",""667"",""0"",""0"""
"18.10.2018 04:00 - 18.10.2018 05:00,""361"",""811"",""0"",""0"""
"18.10.2018 05:00 - 18.10.2018 06:00,""287"",""405"",""0"",""0"""
"18.10.2018 06:00 - 18.10.2018 07:00,""0"",""0"",""0"",""0"""
"18.10.2018 07:00 - 18.10.2018 08:00,""0"",""0"",""35"",""35"""
"18.10.2018 08:00 - 18.10.2018 09:00,""0"",""0"",""306"",""306"""
"18.10.2018 09:00 - 18.10.2018 10:00,""0"",""0"",""336"",""336"""
"18.10.2018 10:00 - 18.10.2018 11:00,""0"",""0"",""412"",""412"""
"18.10.2018 11:00 - 18.10.2018 12:00,""0"",""0"",""435"",""435"""
"18.10.2018 12:00 - 18.10.2018 13:00,""0"",""0"",""450"",""450"""
"18.10.2018 13:00 - 18.10.2018 14:00,""0"",""0"",""450"",""450"""
"18.10.2018 14:00 - 18.10.2018 15:00,""0"",""0"",""450"",""450"""
"18.10.2018 15:00 - 18.10.2018 16:00,""0"",""0"",""450"",""450"""
"18.10.2018 16:00 - 18.10.2018 17:00,""0"",""0"",""450"",""450"""
"18.10.2018 17:00 - 18.10.2018 18:00,""0"",""0"",""440"",""440"""
"18.10.2018 18:00 - 18.10.2018 19:00,""0"",""0"",""435"",""435"""
"18.10.2018 19:00 - 18.10.2018 20:00,""0"",""0"",""450"",""450"""
"18.10.2018 20:00 - 18.10.2018 21:00,""0"",""100"",""435"",""435"""
"18.10.2018 21:00 - 18.10.2018 22:00,""60"",""60"",""270"",""270"""
"18.10.2018 22:00 - 18.10.2018 23:00,""250"",""537"",""415"",""415"""
"18.10.2018 23:00 - 19.10.2018 00:00,""270"",""566"",""75"",""75"""
"19.10.2018 00:00 - 19.10.2018 01:00,""658"",""658"",""0"",""0"""
"19.10.2018 01:00 - 19.10.2018 02:00,""704"",""704"",""0"",""0"""
"19.10.2018 02:00 - 19.10.2018 03:00,""727"",""727"",""0"",""0"""
"19.10.2018 03:00 - 19.10.2018 04:00,""614"",""614"",""0"",""0"""
"19.10.2018 04:00 - 19.10.2018 05:00,""624"",""624"",""0"",""0"""
"19.10.2018 05:00 - 19.10.2018 06:00,""519"",""519"",""0"",""0"""
"19.10.2018 06:00 - 19.10.2018 07:00,""0"",""0"",""0"",""0"""
"19.10.2018 07:00 - 19.10.2018 08:00,""0"",""0"",""0"",""0"""
"19.10.2018 08:00 - 19.10.2018 09:00,""0"",""0"",""90"",""90"""
"19.10.2018 09:00 - 19.10.2018 10:00,""0"",""0"",""150"",""150"""
"19.10.2018 10:00 - 19.10.2018 11:00,""0"",""0"",""296"",""296"""
"19.10.2018 11:00 - 19.10.2018 12:00,""0"",""0"",""326"",""326"""
"19.10.2018 12:00 - 19.10.2018 13:00,""0"",""0"",""443"",""443"""
"19.10.2018 13:00 - 19.10.2018 14:00,""0"",""0"",""383"",""383"""
"19.10.2018 14:00 - 19.10.2018 15:00,""0"",""0"",""426"",""426"""
"19.10.2018 15:00 - 19.10.2018 16:00,""0"",""0"",""406"",""406"""
"19.10.2018 16:00 - 19.10.2018 17:00,""0"",""0"",""436"",""436"""
"19.10.2018 17:00 - 19.10.2018 18:00,""0"",""0"",""125"",""125"""
"19.10.2018 18:00 - 19.10.2018 19:00,""0"",""0"",""405"",""405"""
"19.10.2018 19:00 - 19.10.2018 20:00,""0"",""0"",""460"",""460"""
"19.10.2018 20:00 - 19.10.2018 21:00,""0"",""0"",""0"",""0"""
"19.10.2018 21:00 - 19.10.2018 22:00,""0"",""0"",""0"",""0"""
"19.10.2018 22:00 - 19.10.2018 23:00,""397"",""644"",""0"",""0"""
"19.10.2018 23:00 - 20.10.2018 00:00,""717"",""847"",""0"",""0"""
"20.10.2018 00:00 - 20.10.2018 01:00,""400"",""893"",""0"",""0"""
"20.10.2018 01:00 - 20.10.2018 02:00,""394"",""618"",""0"",""0"""
"20.10.2018 02:00 - 20.10.2018 03:00,""462"",""823"",""0"",""0"""
"20.10.2018 03:00 - 20.10.2018 04:00,""413"",""634"",""75"",""75"""
"20.10.2018 04:00 - 20.10.2018 05:00,""410"",""629"",""100"",""100"""
"20.10.2018 05:00 - 20.10.2018 06:00,""365"",""640"",""75"",""75"""
"20.10.2018 06:00 - 20.10.2018 07:00,""210"",""382"",""66"",""66"""
"20.10.2018 07:00 - 20.10.2018 08:00,""25"",""333"",""105"",""105"""
"20.10.2018 08:00 - 20.10.2018 09:00,""0"",""0"",""323"",""323"""
"20.10.2018 09:00 - 20.10.2018 10:00,""0"",""0"",""405"",""405"""
"20.10.2018 10:00 - 20.10.2018 11:00,""0"",""0"",""370"",""370"""
"20.10.2018 11:00 - 20.10.2018 12:00,""0"",""0"",""370"",""370"""
"20.10.2018 12:00 - 20.10.2018 13:00,""0"",""0"",""385"",""385"""
"20.10.2018 13:00 - 20.10.2018 14:00,""0"",""0"",""430"",""430"""
"20.10.2018 14:00 - 20.10.2018 15:00,""0"",""0"",""440"",""440"""
"20.10.2018 15:00 - 20.10.2018 16:00,""0"",""0"",""420"",""420"""
"20.10.2018 16:00 - 20.10.2018 17:00,""0"",""0"",""292"",""392"""
"20.10.2018 17:00 - 20.10.2018 18:00,""0"",""0"",""50"",""150"""
"20.10.2018 18:00 - 20.10.2018 19:00,""25"",""25"",""185"",""285"""
"20.10.2018 19:00 - 20.10.2018 20:00,""0"",""0"",""217"",""217"""
"20.10.2018 20:00 - 20.10.2018 21:00,""100"",""100"",""72"",""72"""
"20.10.2018 21:00 - 20.10.2018 22:00,""550"",""637"",""68"",""68"""
"20.10.2018 22:00 - 20.10.2018 23:00,""654"",""837"",""0"",""0"""
"20.10.2018 23:00 - 21.10.2018 00:00,""496"",""1110"",""100"",""252"""
"21.10.2018 00:00 - 21.10.2018 01:00,""828"",""971"",""0"",""0"""
"21.10.2018 01:00 - 21.10.2018 02:00,""720"",""855"",""0"",""0"""
"21.10.2018 02:00 - 21.10.2018 03:00,""710"",""853"",""0"",""0"""
"21.10.2018 03:00 - 21.10.2018 04:00,""595"",""738"",""0"",""0"""
"21.10.2018 04:00 - 21.10.2018 05:00,""585"",""1053"",""0"",""140"""
"21.10.2018 05:00 - 21.10.2018 06:00,""600"",""778"",""0"",""30"""
"21.10.2018 06:00 - 21.10.2018 07:00,""430"",""1016"",""0"",""50"""
"21.10.2018 07:00 - 21.10.2018 08:00,""447"",""747"",""0"",""0"""
"21.10.2018 08:00 - 21.10.2018 09:00,""457"",""757"",""0"",""0"""
"21.10.2018 09:00 - 21.10.2018 10:00,""287"",""587"",""0"",""0"""
"21.10.2018 10:00 - 21.10.2018 11:00,""110"",""410"",""57"",""57"""
"21.10.2018 11:00 - 21.10.2018 12:00,""110"",""210"",""75"",""75"""
"21.10.2018 12:00 - 21.10.2018 13:00,""0"",""0"",""248"",""248"""
"21.10.2018 13:00 - 21.10.2018 14:00,""0"",""0"",""370"",""370"""
"21.10.2018 14:00 - 21.10.2018 15:00,""0"",""0"",""365"",""365"""
"21.10.2018 15:00 - 21.10.2018 16:00,""0"",""0"",""355"",""355"""
"21.10.2018 16:00 - 21.10.2018 17:00,""80"",""80"",""195"",""195"""
"21.10.2018 17:00 - 21.10.2018 18:00,""280"",""348"",""121"",""121"""
"21.10.2018 18:00 - 21.10.2018 19:00,""174"",""174"",""238"",""238"""
"21.10.2018 19:00 - 21.10.2018 20:00,""200"",""200"",""75"",""75"""
"21.10.2018 20:00 - 21.10.2018 21:00,""420"",""420"",""100"",""100"""
"21.10.2018 21:00 - 21.10.2018 22:00,""500"",""800"",""96"",""246"""
"21.10.2018 22:00 - 21.10.2018 23:00,""784"",""1251"",""76"",""218"""
"21.10.2018 23:00 - 22.10.2018 00:00,""773"",""873"",""32"",""82"""
"22.10.2018 00:00 - 22.10.2018 01:00,""339"",""339"",""0"",""200"""
"22.10.2018 01:00 - 22.10.2018 02:00,""250"",""250"",""0"",""200"""
"22.10.2018 02:00 - 22.10.2018 03:00,""300"",""300"",""0"",""200"""
"22.10.2018 03:00 - 22.10.2018 04:00,""75"",""75"",""0"",""100"""
"22.10.2018 04:00 - 22.10.2018 05:00,""75"",""75"",""0"",""0"""
"22.10.2018 05:00 - 22.10.2018 06:00,""372"",""372"",""0"",""0"""
"22.10.2018 06:00 - 22.10.2018 07:00,""230"",""480"",""0"",""0"""
"22.10.2018 07:00 - 22.10.2018 08:00,""160"",""360"",""0"",""0"""
"22.10.2018 08:00 - 22.10.2018 09:00,""0"",""0"",""0"",""0"""
"22.10.2018 09:00 - 22.10.2018 10:00,""0"",""0"",""92"",""92"""
"22.10.2018 10:00 - 22.10.2018 11:00,""0"",""0"",""225"",""225"""
"22.10.2018 11:00 - 22.10.2018 12:00,""0"",""0"",""400"",""400"""
"22.10.2018 12:00 - 22.10.2018 13:00,""0"",""0"",""390"",""390"""
"22.10.2018 13:00 - 22.10.2018 14:00,""0"",""0"",""400"",""400"""
"22.10.2018 14:00 - 22.10.2018 15:00,""0"",""0"",""383"",""383"""
"22.10.2018 15:00 - 22.10.2018 16:00,""0"",""0"",""350"",""350"""
"22.10.2018 16:00 - 22.10.2018 17:00,""0"",""0"",""100"",""100"""
"22.10.2018 17:00 - 22.10.2018 18:00,""0"",""245"",""0"",""0"""
"22.10.2018 18:00 - 22.10.2018 19:00,""0"",""250"",""40"",""40"""
"22.10.2018 19:00 - 22.10.2018 20:00,""0"",""245"",""0"",""0"""
"22.10.2018 20:00 - 22.10.2018 21:00,""0"",""300"",""0"",""0"""
"22.10.2018 21:00 - 22.10.2018 22:00,""100"",""301"",""0"",""200"""
"22.10.2018 22:00 - 22.10.2018 23:00,""380"",""430"",""100"",""300"""
"22.10.2018 23:00 - 23.10.2018 00:00,""240"",""449"",""170"",""370"""
"23.10.2018 00:00 - 23.10.2018 01:00,""0"",""170"",""278"",""278"""
"23.10.2018 01:00 - 23.10.2018 02:00,""0"",""0"",""97"",""97"""
"23.10.2018 02:00 - 23.10.2018 03:00,""0"",""0"",""0"",""0"""
"23.10.2018 03:00 - 23.10.2018 04:00,""0"",""0"",""0"",""0"""
"23.10.2018 04:00 - 23.10.2018 05:00,""0"",""0"",""0"",""0"""
"23.10.2018 05:00 - 23.10.2018 06:00,""0"",""0"",""172"",""172"""
"23.10.2018 06:00 - 23.10.2018 07:00,""0"",""0"",""257"",""257"""
"23.10.2018 07:00 - 23.10.2018 08:00,""0"",""0"",""269"",""269"""
"23.10.2018 08:00 - 23.10.2018 09:00,""0"",""0"",""254"",""254"""
"23.10.2018 09:00 - 23.10.2018 10:00,""0"",""0"",""381"",""381"""
"23.10.2018 10:00 - 23.10.2018 11:00,""0"",""0"",""349"",""349"""
"23.10.2018 11:00 - 23.10.2018 12:00,""0"",""0"",""405"",""405"""
"23.10.2018 12:00 - 23.10.2018 13:00,""0"",""0"",""470"",""470"""
"23.10.2018 13:00 - 23.10.2018 14:00,""0"",""0"",""450"",""450"""
"23.10.2018 14:00 - 23.10.2018 15:00,""0"",""0"",""470"",""470"""
"23.10.2018 15:00 - 23.10.2018 16:00,""0"",""0"",""470"",""470"""
"23.10.2018 16:00 - 23.10.2018 17:00,""0"",""0"",""376"",""376"""
"23.10.2018 17:00 - 23.10.2018 18:00,""0"",""0"",""452"",""452"""
"23.10.2018 18:00 - 23.10.2018 19:00,""0"",""0"",""409"",""409"""
"23.10.2018 19:00 - 23.10.2018 20:00,""0"",""0"",""435"",""435"""
"23.10.2018 20:00 - 23.10.2018 21:00,""0"",""0"",""470"",""470"""
"23.10.2018 21:00 - 23.10.2018 22:00,""0"",""0"",""219"",""219"""
"23.10.2018 22:00 - 23.10.2018 23:00,""0"",""0"",""74"",""74"""
"23.10.2018 23:00 - 24.10.2018 00:00,""0"",""0"",""0"",""0"""
